連番,代表字形,別字形1,,別字形2,,別字形3,,別字形4,,別字形5,,別字形6,
3582,6FE1,J,,,,,,,,,,,,
3583,6FE4,J,6D9B,C,,,,,,,,,,
3584,6FE9,T,6FE9,J,,,,,,,,,,
3585,6FEB,J,6EE5,C,,,,,,,,,,
3586,6FEC,J,,,,,,,,,,,,
3587,6FEE,J,,,,,,,,,,,,
3588,6FEF,K,6FEF,J,6FEF,C,,,,,,,,
3589,6FF0,J,6F4D,C,,,,,,,,,,
3590,6FF1,J,6FF5,J,6D5C,J,6EE8,C,,,,,,
3591,6FFA,J,6E85,C,,,,,,,,,,
3592,6FFE,J,6EE4,C,,,,,,,,,,
3593,7001,J,,,,,,,,,,,,
3594,7005,K,6EE2,C,,,,,,,,,,
3595,7006,J,7006,T,6E0E,C,,,,,,,,
3596,7009,J,6CFB,C,,,,,,,,,,
3597,700B,J,6E16,C,6C88,C,,,,,,,,
3598,700F,J,6D4F,C,,,,,,,,,,
3599,7011,J,,,,,,,,,,,,
3600,7015,J,6FD2,C,,,,,,,,,,
3601,7018,J,6CF8,C,,,,,,,,,,
3602,701A,J,,,,,,,,,,,,
3603,701B,J,,,,,,,,,,,,
3604,701C,KU,,,,,,,,,,,,
3605,701D,J,6CA5,C,,,,,,,,,,
3606,701E,K,701E,J,,,,,,,,,,
3607,701F,T,701F,J,6F47,C,,,,,,,,
3608,7020,J,6F46,C,,,,,,,,,,
3609,7023,CU,,,,,,,,,,,,
3610,7026,K,7026,J,6F74,J,6F74,C,,,,,,
3611,7027,J,6CF7,C,6EDD,J,,,,,,,,
3612,7028,T,6FD1,C,702C,J,7028,C,,,,,,
3613,702F,J,,,,,,,,,,,,
3614,7030,J,5F25,C,,,,,,,,,,
3615,7032,J,6F4B,C,,,,,,,,,,
3616,7035,CU,,,,,,,,,,,,
3617,7037,KU,,,,,,,,,,,,
3618,7039,J,,,,,,,,,,,,
3619,703E,J,6F9C,C,,,,,,,,,,
3620,704C,T,704C,J,,,,,,,,,,
3621,7050,KU,,,,,,,,,,,,
3622,7051,J,6D12,C,,,,,,,,,,
3623,7058,T,7058,J,6EE9,C,,,,,,,,
3624,705D,J,704F,C,,,,,,,,,,
3625,705E,J,,,,,,,,,,,,
3626,7063,J,6E7E,J,,,,,,,,,,
3627,7064,J,6EE6,C,,,,,,,,,,
3628,7069,T,704E,J,7067,C,7054,J,6EDF,C,,,,
3629,706B,J,,,,,,,,,,,,
3630,706F,J,,,,,,,,,,,,
3631,7070,C,7070,J,,,,,,,,,,
3632,7078,J,,,,,,,,,,,,
3633,707C,K,707C,J,,,,,,,,,,
3634,707D,J,707E,C,70D6,J,,,,,,,,
3635,708A,J,,,,,,,,,,,,
3636,708E,J,,,,,,,,,,,,
3637,7092,J,,,,,,,,,,,,
3638,7094,CU,,,,,,,,,,,,
3639,7095,J,,,,,,,,,,,,
3640,7098,J,,,,,,,,,,,,
3641,7099,J,,,,,,,,,,,,
3642,709A,KU,,,,,,,,,,,,
3643,709D,CU,7197,C,,,,,,,,,,
3644,70A1,KU,,,,,,,,,,,,
3645,70A4,J,,,,,,,,,,,,
3646,70AB,J,,,,,,,,,,,,
3647,70AC,J,,,,,,,,,,,,
3648,70AD,C,70AD,J,,,,,,,,,,
3649,70AE,J,,,,,,,,,,,,
3650,70AF,J,70F1,J,,,,,,,,,,
3651,70B1,J,70B2,T,,,,,,,,,,
3652,70B3,J,,,,,,,,,,,,
3653,70B7,J,,,,,,,,,,,,
3654,70B8,J,,,,,,,,,,,,
3655,70BB,CU,,,,,,,,,,,,
3656,70C0,CU,,,,,,,,,,,,
3657,70C3,CU,70F4,C,,,,,,,,,,
3658,70C8,J,,,,,,,,,,,,
3659,70CA,C,,,,,,,,,,,,
3660,70CB,J,,,,,,,,,,,,
3661,70CF,J,4E4C,C,,,,,,,,,,
3662,70D8,J,,,,,,,,,,,,
3663,70D9,J,,,,,,,,,,,,
3664,70DD,J,,,,,,,,,,,,
3665,70E4,J,,,,,,,,,,,,
3666,70EF,C,,,,,,,,,,,,
3667,70F7,CU,,,,,,,,,,,,
3668,70F9,J,,,,,,,,,,,,
3669,70FD,J,71A2,K,,,,,,,,,,
3670,7104,J,,,,,,,,,,,,
3671,7109,J,,,,,,,,,,,,
3672,710A,C,,,,,,,,,,,,
3673,710C,KU,,,,,,,,,,,,
3674,7110,CU,,,,,,,,,,,,
3675,7113,CU,,,,,,,,,,,,
3676,7119,J,,,,,,,,,,,,
3677,711A,J,,,,,,,,,,,,
3678,711C,J,,,,,,,,,,,,
3679,711E,J,,,,,,,,,,,,
3680,7121,J,65E0,C,,,,,,,,,,
3681,7126,J,,,,,,,,,,,,
3682,712F,J,,,,,,,,,,,,
3683,7130,J,7130,C,7114,J,71C4,J,7196,T,,,,
3684,7131,J,,,,,,,,,,,,
3685,7136,J,,,,,,,,,,,,
3686,7145,CU,,,,,,,,,,,,
3687,7146,TU,,,,,,,,,,,,
3688,7147,J,,,,,,,,,,,,
3689,7149,T,7149,J,70BC,C,,,,,,,,
3690,714A,J,,,,,,,,,,,,
3691,714C,J,,,,,,,,,,,,
3692,714E,K,714E,J,,,,,,,,,,
3693,7150,KU,,,,,,,,,,,,
3694,7152,J,709C,C,,,,,,,,,,
3695,7156,J,7156,T,7157,J,,,,,,,,
3696,7159,T,7159,J,70DF,J,,,,,,,,
3697,715C,J,,,,,,,,,,,,
3698,715E,CU,,,,,,,,,,,,
3699,7162,J,712D,J,8315,C,,,,,,,,
3700,7164,J,,,,,,,,,,,,
3701,7165,J,7115,C,,,,,,,,,,
3702,7166,J,,,,,,,,,,,,
3703,7167,J,,,,,,,,,,,,
3704,7168,J,,,,,,,,,,,,
3705,7169,J,70E6,C,,,,,,,,,,
3706,716C,J,7080,C,,,,,,,,,,
3707,716E,K,716E,J,,,,,,,,,,
3708,7172,CU,,,,,,,,,,,,
3709,7173,CU,,,,,,,,,,,,
3710,7178,CU,,,,,,,,,,,,
3711,717A,CU,,,,,,,,,,,,
3712,717D,K,717D,J,717D,T,717D,C,,,,,,
3713,7184,J,,,,,,,,,,,,
3714,7189,KU,,,,,,,,,,,,
3715,718A,J,,,,,,,,,,,,
3716,718F,J,71FB,J,,,,,,,,,,
3717,7192,J,8367,C,,,,,,,,,,
3718,7195,JU,,,,,,,,,,,,
3719,7198,CU,,,,,,,,,,,,
3720,7199,J,7188,J,7155,J,,,,,,,,
3721,719F,J,,,,,,,,,,,,
3722,71A0,J,71A0,C,,,,,,,,,,
3723,71A8,J,,,,,,,,,,,,
3724,71AC,J,,,,,,,,,,,,
3725,71B1,J,70ED,C,,,,,,,,,,
3726,71B3,CU,,,,,,,,,,,,
3727,71B5,CU,,,,,,,,,,,,
3728,71B9,J,,,,,,,,,,,,
3729,71BA,KU,,,,,,,,,,,,
3730,71BE,J,70BD,C,,,,,,,,,,
3731,71C1,T,70E8,C,7217,T,71C1,J,,,,,,
3732,71C3,J,,,,,,,,,,,,
3733,71C8,J,706F,C,,,,,,,,,,
3734,71C9,J,7096,C,,,,,,,,,,
3735,71CE,J,,,,,,,,,,,,
3736,71D0,T,71D0,J,,,,,,,,,,
3737,71D2,J,713C,J,70E7,C,,,,,,,,
3738,71D4,J,,,,,,,,,,,,
3739,71D5,J,,,,,,,,,,,,
3740,71D7,JU,,,,,,,,,,,,
3741,71D9,J,70EB,C,,,,,,,,,,
3742,71DC,J,7116,C,,,,,,,,,,
3743,71DF,J,8425,C,55B6,J,,,,,,,,
3744,71E0,J,71E0,C,,,,,,,,,,
3745,71E5,J,,,,,,,,,,,,
3746,71E6,J,707F,C,,,,,,,,,,
3747,71E7,J,71E7,C,,,,,,,,,,
3748,71EC,J,,,,,,,,,,,,
3749,71ED,J,70DB,C,,,,,,,,,,
3750,71EE,J,7215,T,,,,,,,,,,
3751,71F4,T,70E9,C,,,,,,,,,,
3752,71F5,JU,,,,,,,,,,,,
3753,71F8,TU,,,,,,,,,,,,
3754,71F9,J,,,,,,,,,,,,
3755,71FC,J,70EC,C,,,,,,,,,,
3756,71FE,J,7118,C,,,,,,,,,,
3757,71FF,K,71FF,J,,,,,,,,,,
3758,7200,KU,,,,,,,,,,,,
3759,7206,J,,,,,,,,,,,,
3760,720D,J,70C1,C,,,,,,,,,,
3761,7210,J,7089,J,7089,C,,,,,,,,
3762,721B,J,7224,T,70C2,C,,,,,,,,
3763,721D,J,721D,C,,,,,,,,,,
3764,7228,J,7228,C,7228,T,,,,,,,,
3765,722A,J,,,,,,,,,,,,
3766,722C,J,,,,,,,,,,,,
3767,722D,J,722D,T,4E89,J,,,,,,,,
3768,7230,J,7230,C,,,,,,,,,,
3769,7232,J,70BA,J,4E3A,C,,,,,,,,
3770,7235,K,7235,J,,,,,,,,,,
3771,7236,J,,,,,,,,,,,,
3772,7238,J,,,,,,,,,,,,
3773,7239,J,,,,,,,,,,,,
3774,723A,J,7237,C,,,,,,,,,,
3775,723B,J,,,,,,,,,,,,
3776,723D,J,,,,,,,,,,,,
3777,723E,J,5C14,C,5C13,J,,,,,,,,
3778,723F,J,,,,,,,,,,,,
3779,7240,J,,,,,,,,,,,,
3780,7246,J,58BB,J,5899,C,,,,,,,,
3781,7247,J,,,,,,,,,,,,
3782,7248,J,7248,C,,,,,,,,,,
3783,724C,J,,,,,,,,,,,,
3784,7252,J,,,,,,,,,,,,
3785,7256,J,7256,C,,,,,,,,,,
3786,7258,J,724D,C,7258,T,,,,,,,,
3787,7259,C,7259,J,,,,,,,,,,
3788,725B,J,,,,,,,,,,,,
3789,725D,J,,,,,,,,,,,,
3790,725F,J,,,,,,,,,,,,
3791,7260,TU,,,,,,,,,,,,
3792,7261,J,,,,,,,,,,,,
3793,7262,J,,,,,,,,,,,,
3794,7267,J,,,,,,,,,,,,
3795,7269,J,,,,,,,,,,,,
3796,726E,J,,,,,,,,,,,,
3797,726F,J,,,,,,,,,,,,
3798,7272,J,,,,,,,,,,,,
3799,7274,J,,,,,,,,,,,,
3800,7279,J,,,,,,,,,,,,
3801,727D,J,7275,C,,,,,,,,,,
3802,727E,J,,,,,,,,,,,,
3803,727F,J,,,,,,,,,,,,
3804,7280,J,,,,,,,,,,,,
3805,7282,J,7281,J,,,,,,,,,,
3806,7284,J,,,,,,,,,,,,
3807,7287,JU,,,,,,,,,,,,
3808,728B,CU,,,,,,,,,,,,
3809,728D,J,,,,,,,,,,,,
3810,728F,CU,,,,,,,,,,,,
3811,7292,J,,,,,,,,,,,,
3812,7296,J,8366,C,,,,,,,,,,
3813,729B,J,,,,,,,,,,,,
3814,729F,CU,,,,,,,,,,,,
3815,72A2,J,728A,C,72A2,T,,,,,,,,
3816,72A7,J,72A0,J,727A,C,,,,,,,,
3817,72AC,J,,,,,,,,,,,,
3818,72AD,C,,,,,,,,,,,,
3819,72AF,J,,,,,,,,,,,,
3820,72B0,CU,,,,,,,,,,,,
3821,72B4,J,,,,,,,,,,,,
3822,72B8,CU,7341,C,,,,,,,,,,
3823,72C0,T,72B6,J,,,,,,,,,,
3824,72C1,J,,,,,,,,,,,,
3825,72C2,J,,,,,,,,,,,,
3826,72C3,J,72C3,C,,,,,,,,,,
3827,72C4,J,,,,,,,,,,,,
3828,72C6,JU,,,,,,,,,,,,
3829,72CD,CU,,,,,,,,,,,,
3830,72CE,J,,,,,,,,,,,,
3831,72D0,J,72D0,C,,,,,,,,,,
3832,72D2,J,,,,,,,,,,,,
3833,72D7,J,,,,,,,,,,,,
3834,72D9,J,,,,,,,,,,,,
3835,72DB,JU,,,,,,,,,,,,
3836,72E0,J,,,,,,,,,,,,
3837,72E1,J,,,,,,,,,,,,
3838,72E2,JU,,,,,,,,,,,,
3839,72E8,CU,,,,,,,,,,,,
3840,72E9,J,,,,,,,,,,,,
3841,72F3,CU,,,,,,,,,,,,
3842,72F4,J,72F4,C,72F4,T,,,,,,,,
3843,72F7,J,72F7,T,,,,,,,,,,
3844,72F8,J,,,,,,,,,,,,
3845,72F9,J,72ED,J,,,,,,,,,,
3846,72FA,J,,,,,,,,,,,,
3847,72FB,J,,,,,,,,,,,,
3848,72FC,J,,,,,,,,,,,,
3849,72FD,J,72C8,C,,,,,,,,,,
3850,7301,CU,,,,,,,,,,,,
3851,730A,J,,,,,,,,,,,,
3852,7313,J,,,,,,,,,,,,
3853,7316,J,,,,,,,,,,,,
3854,7317,J,,,,,,,,,,,,
3855,7319,J,7319,T,72F0,C,,,,,,,,
3856,731B,J,,,,,,,,,,,,
3857,731C,J,731C,C,,,,,,,,,,
3858,731D,J,,,,,,,,,,,,
3859,731E,CU,,,,,,,,,,,,
3860,7322,J,,,,,,,,,,,,
3861,7325,J,,,,,,,,,,,,
3862,7329,J,,,,,,,,,,,,
3863,732A,T,732A,J,8C6C,J,,,,,,,,
3864,732B,T,732B,J,8C93,J,,,,,,,,
3865,732C,J,,,,,,,,,,,,
3866,7331,J,,,,,,,,,,,,
3867,7334,J,,,,,,,,,,,,
3868,7336,K,7336,J,72B9,J,,,,,,,,
3869,7337,K,7337,J,,,,,,,,,,
3870,7338,CU,,,,,,,,,,,,
3871,7339,CU,,,,,,,,,,,,
3872,733B,J,72F2,C,,,,,,,,,,
3873,733E,J,733E,C,733E,T,,,,,,,,
3874,733F,J,7328,J,,,,,,,,,,
3875,7344,J,72F1,C,,,,,,,,,,
3876,7345,J,72EE,C,,,,,,,,,,
3877,734D,J,,,,,,,,,,,,
3878,734F,T,734F,J,,,,,,,,,,
3879,7350,J,,,,,,,,,,,,
3880,7352,J,,,,,,,,,,,,
3881,7357,J,,,,,,,,,,,,
3882,7360,J,,,,,,,,,,,,
3883,7368,J,72EC,J,,,,,,,,,,
3884,736A,J,72EF,C,,,,,,,,,,
3885,736B,J,7303,C,,,,,,,,,,
3886,736C,J,736C,C,,,,,,,,,,
3887,736F,J,,,,,,,,,,,,
3888,7370,J,72DE,C,,,,,,,,,,
3889,7372,T,7372,J,83B7,C,,,,,,,,
3890,7375,J,731F,J,730E,C,,,,,,,,
3891,7377,J,72B7,C,,,,,,,,,,
3892,7378,J,7363,J,517D,C,,,,,,,,
3893,737A,J,736D,C,737A,C,,,,,,,,
3894,737B,J,732E,J,737B,T,,,,,,,,
3895,737C,J,7315,C,,,,,,,,,,
3896,7380,J,7321,C,,,,,,,,,,
3897,7384,J,,,,,,,,,,,,
3898,7386,J,,,,,,,,,,,,
3899,7387,J,,,,,,,,,,,,
3900,7389,J,,,,,,,,,,,,
3901,738B,J,,,,,,,,,,,,
3902,738E,J,,,,,,,,,,,,
3903,7394,KU,,,,,,,,,,,,
3904,7396,J,,,,,,,,,,,,
3905,7397,J,,,,,,,,,,,,
3906,7398,KU,,,,,,,,,,,,
3907,739F,J,,,,,,,,,,,,
3908,73A2,J,,,,,,,,,,,,
3909,73A5,TU,,,,,,,,,,,,
3910,73A7,KU,,,,,,,,,,,,
3911,73A8,T,73CF,C,,,,,,,,,,
3912,73A9,J,,,,,,,,,,,,
3913,73AB,J,,,,,,,,,,,,
3914,73AD,KU,,,,,,,,,,,,
3915,73B2,J,73B2,C,,,,,,,,,,
3916,73B3,J,,,,,,,,,,,,
3917,73B7,J,,,,,,,,,,,,
3918,73B9,KU,,,,,,,,,,,,
3919,73BB,J,,,,,,,,,,,,
3920,73C0,J,,,,,,,,,,,,
3921,73C2,J,,,,,,,,,,,,
3922,73C8,J,,,,,,,,,,,,
3923,73C9,J,7449,T,,,,,,,,,,
3924,73CA,J,73CA,C,,,,,,,,,,
3925,73CC,KU,,,,,,,,,,,,
3926,73CD,J,73CE,J,,,,,,,,,,
3927,73CF,C,,,,,,,,,,,,
3928,73D6,KU,,,,,,,,,,,,
3929,73D9,C,,,,,,,,,,,,
3930,73DD,KU,,,,,,,,,,,,
3931,73DE,J,,,,,,,,,,,,
3932,73E0,J,,,,,,,,,,,,
3933,73E3,KU,,,,,,,,,,,,
3934,73E4,KU,,,,,,,,,,,,
3935,73E5,J,,,,,,,,,,,,
3936,73E6,KU,,,,,,,,,,,,
3937,73E7,J,,,,,,,,,,,,
3938,73E9,J,,,,,,,,,,,,
3939,73EA,J,,,,,,,,,,,,
3940,73ED,J,,,,,,,,,,,,
3941,73EE,J,,,,,,,,,,,,
3942,73F7,J,,,,,,,,,,,,
3943,73F9,KU,,,,,,,,,,,,
3944,73FD,J,,,,,,,,,,,,
3945,73FE,J,73B0,C,,,,,,,,,,
3946,7401,J,,,,,,,,,,,,
3947,7403,J,,,,,,,,,,,,
3948,7405,J,746F,J,,,,,,,,,,
3949,7406,J,,,,,,,,,,,,
3950,7407,J,,,,,,,,,,,,
3951,7409,J,7409,T,,,,,,,,,,
3952,740A,J,73A1,C,,,,,,,,,,
3953,7413,KU,,,,,,,,,,,,
3954,741A,J,,,,,,,,,,,,
3955,741B,J,741B,C,,,,,,,,,,
3956,7420,KU,,,,,,,,,,,,
3957,7421,KU,,,,,,,,,,,,
3958,7422,T,7422,J,,,,,,,,,,
3959,7425,J,7425,C,,,,,,,,,,
3960,7426,J,,,,,,,,,,,,
3961,7428,C,7428,J,,,,,,,,,,
3962,742A,J,,,,,,,,,,,,
3963,742B,KU,,,,,,,,,,,,
3964,742C,J,,,,,,,,,,,,
3965,742E,J,,,,,,,,,,,,
3966,742F,J,,,,,,,,,,,,
3967,7430,J,,,,,,,,,,,,
3968,7432,J,,,,,,,,,,,,
3969,7433,J,,,,,,,,,,,,
3970,7434,J,7434,C,7439,J,,,,,,,,
3971,7435,J,7435,C,,,,,,,,,,
3972,7436,J,,,,,,,,,,,,
3973,7438,KU,,,,,,,,,,,,
3974,743A,J,73D0,C,,,,,,,,,,
3975,743F,J,73F2,C,,,,,,,,,,
3976,7440,J,,,,,,,,,,,,
3977,7441,J,8750,T,,,,,,,,,,
3978,7443,KU,,,,,,,,,,,,
3979,7444,J,,,,,,,,,,,,
3980,744B,T,73AE,C,,,,,,,,,,
3981,7455,J,,,,,,,,,,,,
3982,7457,J,7457,C,,,,,,,,,,
3983,7459,J,78AF,J,,,,,,,,,,
3984,745A,J,,,,,,,,,,,,
3985,745B,T,745B,J,,,,,,,,,,
3986,745C,J,745C,C,,,,,,,,,,
3987,745E,J,,,,,,,,,,,,
3988,745F,J,,,,,,,,,,,,
3989,7460,J,74A2,J,,,,,,,,,,
3990,7462,KU,,,,,,,,,,,,
3991,7463,J,7463,T,7410,C,,,,,,,,
3992,7464,J,7464,T,7476,J,7476,C,,,,,,
3993,7465,KU,,,,,,,,,,,,
3994,7468,KU,,,,,,,,,,,,
3995,7469,J,83B9,C,,,,,,,,,,
3996,746A,J,739B,C,,,,,,,,,,
3997,746D,C,,,,,,,,,,,,
3998,7470,J,7470,C,74CC,J,,,,,,,,
3999,7473,J,,,,,,,,,,,,
4000,747E,J,,,,,,,,,,,,
4001,7480,J,,,,,,,,,,,,
4002,7481,CU,,,,,,,,,,,,
4003,7482,KU,,,,,,,,,,,,
4004,7483,J,,,,,,,,,,,,
4005,7487,J,,,,,,,,,,,,
4006,7489,J,740F,C,7489,C,,,,,,,,
4007,748B,J,,,,,,,,,,,,
4008,7490,J,,,,,,,,,,,,
4009,7498,J,7498,T,,,,,,,,,,
4010,749C,J,749C,C,749C,T,,,,,,,,
4011,749E,J,,,,,,,,,,,,
4012,749F,TU,,,,,,,,,,,,
4013,74A1,KU,,,,,,,,,,,,
4014,74A3,J,7391,C,,,,,,,,,,
4015,74A5,KU,,,,,,,,,,,,
4016,74A6,J,7477,C,,,,,,,,,,
4017,74A7,J,,,,,,,,,,,,
4018,74A8,J,,,,,,,,,,,,
4019,74A9,J,,,,,,,,,,,,
4020,74AA,KU,,,,,,,,,,,,
4021,74B0,T,74B0,J,73AF,C,,,,,,,,
4022,74B2,KU,,,,,,,,,,,,
4023,74B5,J,7399,C,,,,,,,,,,
4024,74B9,KU,,,,,,,,,,,,
4025,74BA,C,,,,,,,,,,,,
4026,74BD,J,73BA,C,58D0,J,,,,,,,,
4027,74BF,J,,,,,,,,,,,,
4028,74C6,KU,,,,,,,,,,,,
4029,74CA,J,743C,C,,,,,,,,,,
4030,74CF,J,74CF,T,73D1,C,,,,,,,,
4031,74D4,J,748E,C,73F1,J,,,,,,,,
4032,74D6,TU,,,,,,,,,,,,
4033,74D8,J,74D8,K,,,,,,,,,,
4034,74DA,J,74D2,C,74C9,J,,,,,,,,
4035,74DC,T,74DC,J,,,,,,,,,,
4036,74DE,CU,,,,,,,,,,,,
4037,74E0,T,74E0,J,,,,,,,,,,
4038,74E2,T,74E2,J,,,,,,,,,,
4039,74E3,T,74E3,J,5F01,J,,,,,,,,
4040,74E4,C,74E4,T,,,,,,,,,,
4041,74E6,J,74E6,C,,,,,,,,,,
4042,74E7,JU,,,,,,,,,,,,
4043,74E9,JU,,,,,,,,,,,,
4044,74EE,J,,,,,,,,,,,,
4045,74F0,JU,,,,,,,,,,,,
4046,74F1,JU,,,,,,,,,,,,
4047,74F2,JU,,,,,,,,,,,,
4048,74F4,J,74F4,C,,,,,,,,,,
4049,74F7,J,74F7,C,7506,J,,,,,,,,
4050,74F8,JU,,,,,,,,,,,,
4051,74FF,J,74FF,C,,,,,,,,,,
4052,7501,T,74F6,J,74F6,C,,,,,,,,
4053,7503,J,,,,,,,,,,,,
4054,7504,J,7504,C,,,,,,,,,,
4055,7505,JU,,,,,,,,,,,,
4056,750C,J,74EF,C,750C,T,,,,,,,,
4057,750D,T,750D,J,750D,C,,,,,,,,
4058,750E,JU,,,,,,,,,,,,
4059,750F,CU,,,,,,,,,,,,
4060,7511,K,7511,J,7511,C,,,,,,,,
4061,7513,J,7513,C,,,,,,,,,,
4062,7515,J,74EE,C,,,,,,,,,,
4063,7518,J,,,,,,,,,,,,
4064,7519,CU,,,,,,,,,,,,
4065,751A,J,751A,C,751A,T,,,,,,,,
4066,751C,J,751B,T,,,,,,,,,,
4067,751F,J,,,,,,,,,,,,
4068,7522,T,7523,J,4EA7,C,,,,,,,,
4069,7525,J,,,,,,,,,,,,
4070,7526,J,82CF,C,,,,,,,,,,
4071,7528,J,,,,,,,,,,,,
4072,7529,CU,,,,,,,,,,,,
4073,752B,J,,,,,,,,,,,,
4074,752C,J,,,,,,,,,,,,
4075,752D,CU,,,,,,,,,,,,
4076,752F,J,,,,,,,,,,,,
4077,7530,J,,,,,,,,,,,,
4078,7531,J,,,,,,,,,,,,
4079,7532,J,,,,,,,,,,,,
4080,7533,J,,,,,,,,,,,,
4081,7537,J,,,,,,,,,,,,
4082,7538,J,,,,,,,,,,,,
4083,753A,J,753C,J,,,,,,,,,,
4084,753E,CU,,,,,,,,,,,,
4085,7540,J,7541,T,,,,,,,,,,
4086,7547,KU,,,,,,,,,,,,
4087,7548,CU,,,,,,,,,,,,
4088,754B,J,,,,,,,,,,,,
4089,754C,J,754D,J,,,,,,,,,,
4090,754E,J,753D,J,,,,,,,,,,
4091,754F,J,,,,,,,,,,,,
4092,7551,JU,,,,,,,,,,,,
4093,7553,KU,,,,,,,,,,,,
4094,7554,K,7554,J,,,,,,,,,,
4095,7559,J,7544,J,7571,J,,,,,,,,
4096,755A,J,,,,,,,,,,,,
4097,755B,J,,,,,,,,,,,,
4098,755C,J,,,,,,,,,,,,
4099,755D,J,755E,J,7546,J,756E,T,4EA9,C,,,,
4100,7560,JU,,,,,,,,,,,,
4101,7562,J,6BD5,C,,,,,,,,,,
4102,7564,J,,,,,,,,,,,,
4103,7565,J,7567,J,,,,,,,,,,
4104,7566,J,,,,,,,,,,,,
4105,7569,JU,,,,,,,,,,,,
4106,756A,J,,,,,,,,,,,,
4107,756B,J,753B,J,753B,C,7575,K,,,,,,
4108,756C,T,756D,J,,,,,,,,,,
4109,756F,J,,,,,,,,,,,,
4110,7570,J,5F02,C,,,,,,,,,,
4111,7572,CU,,,,,,,,,,,,
4112,7576,J,5F53,J,,,,,,,,,,
4113,7577,J,,,,,,,,,,,,
4114,7578,J,,,,,,,,,,,,
4115,7579,J,,,,,,,,,,,,
4116,757F,J,,,,,,,,,,,,
4117,7583,CU,,,,,,,,,,,,
4118,7586,J,7585,J,757A,J,58C3,T,,,,,,
4119,7587,J,7574,C,,,,,,,,,,
4120,758A,J,7573,J,7582,J,7589,J,53E0,C,,,,
4121,758B,J,,,,,,,,,,,,
4122,758E,J,,,,,,,,,,,,
4123,758F,J,,,,,,,,,,,,
4124,7591,J,,,,,,,,,,,,
4125,7592,J,,,,,,,,,,,,
4126,7594,J,,,,,,,,,,,,
4127,7599,J,,,,,,,,,,,,
4128,759A,J,,,,,,,,,,,,
4129,759D,J,,,,,,,,,,,,
4130,75A2,J,,,,,,,,,,,,
4131,75A3,J,,,,,,,,,,,,
4132,75A4,J,,,,,,,,,,,,
4133,75A5,J,,,,,,,,,,,,
4134,75AB,J,,,,,,,,,,,,
4135,75B0,CU,,,,,,,,,,,,
4136,75B1,J,76B0,J,,,,,,,,,,
4137,75B2,J,,,,,,,,,,,,
4138,75B3,J,,,,,,,,,,,,
4139,75B5,J,,,,,,,,,,,,
4140,75B8,J,,,,,,,,,,,,
4141,75B9,J,,,,,,,,,,,,
4142,75BC,K,75BC,J,,,,,,,,,,
4143,75BD,J,,,,,,,,,,,,
4144,75BE,J,,,,,,,,,,,,
4145,75C0,J,,,,,,,,,,,,
4146,75C2,J,,,,,,,,,,,,
4147,75C3,J,,,,,,,,,,,,
4148,75C4,J,,,,,,,,,,,,
4149,75C5,J,,,,,,,,,,,,
4150,75C7,J,,,,,,,,,,,,
4151,75CA,J,,,,,,,,,,,,
4152,75CD,J,,,,,,,,,,,,
4153,75D2,J,,,,,,,,,,,,
4154,75D4,J,,,,,,,,,,,,
4155,75D5,J,,,,,,,,,,,,
4156,75D8,J,,,,,,,,,,,,
4157,75D9,J,75C9,C,,,,,,,,,,
4158,75DB,J,,,,,,,,,,,,
4159,75DE,J,,,,,,,,,,,,
4160,75E0,J,,,,,,,,,,,,
4161,75E2,J,,,,,,,,,,,,
4162,75E3,J,,,,,,,,,,,,
4163,75E4,J,,,,,,,,,,,,
4164,75E6,CU,,,,,,,,,,,,
4165,75E7,CU,,,,,,,,,,,,
4166,75F0,J,,,,,,,,,,,,
4167,75F1,J,,,,,,,,,,,,
4168,75F2,J,,,,,,,,,,,,
4169,75F3,J,,,,,,,,,,,,
4170,75F9,J,,,,,,,,,,,,
4171,75FA,J,,,,,,,,,,,,
4172,75FC,J,,,,,,,,,,,,
4173,75FE,J,75B4,J,,,,,,,,,,
4174,75FF,J,,,,,,,,,,,,
4175,7600,J,,,,,,,,,,,,
4176,7601,J,75A9,K,,,,,,,,,,
4177,7602,J,75D6,C,,,,,,,,,,
4178,7603,J,,,,,,,,,,,,
4179,7609,J,,,,,,,,,,,,
4180,760A,J,,,,,,,,,,,,
4181,760B,J,75AF,C,,,,,,,,,,
4182,760C,J,,,,,,,,,,,,
4183,760D,J,75A1,C,,,,,,,,,,
4184,7610,C,,,,,,,,,,,,
4185,7613,J,7613,T,75EA,C,,,,,,,,
4186,7615,J,,,,,,,,,,,,
4187,7619,J,7619,C,,,,,,,,,,
4188,761B,J,,,,,,,,,,,,
4189,761E,J,7617,C,,,,,,,,,,
4190,761F,J,761F,C,,,,,,,,,,
4191,7620,J,7620,C,7620,T,,,,,,,,
4192,7621,J,75AE,C,,,,,,,,,,
4193,7622,J,,,,,,,,,,,,
4194,7624,J,7645,J,,,,,,,,,,
4195,7625,J,7625,C,,,,,,,,,,
4196,7626,T,7626,C,75E9,J,,,,,,,,
4197,7627,J,759F,C,,,,,,,,,,
4198,7629,T,7629,C,,,,,,,,,,
4199,762D,J,,,,,,,,,,,,
4200,7630,J,,,,,,,,,,,,
4201,7633,J,7633,C,,,,,,,,,,
4202,7634,J,,,,,,,,,,,,
4203,7635,J,,,,,,,,,,,,
4204,7638,J,,,,,,,,,,,,
4205,763A,TU,,,,,,,,,,,,
